COM;
 
List available comets:
 COM;
Continue [ <cr>=yes, n=no, ? ] : 
Searching ...   - \ | *******************************************************************************
JPL/DASTCOM3               Small-body Search Results       2011-Nov-27 22:48:29

 List available comets:                                                  
    COM;

 Matching small-bodies: 

    Record #  Epoch-yr  Primary Desig  Name                    
     901954     1997    C/1997 W2       SOHO                   
     901955     1997    C/1997 W3       SOHO                   
     901956     1997    C/1997 X1       SOHO                   
     901957     1997    C/1997 X3       SOHO                   
     901958     1997    C/1997 X4       SOHO                   
     901959     1997    C/1997 X5       SOHO                   
     901960     1997    C/1997 X6       SOHO                   
     901961     1997    C/1997 X7       SOHO                   
     901962     1997    C/1997 Y1       SOHO                   
     901963     1997    C/1997 Y2       SOHO                   
     901964     1997    C/1997 Y3       SOHO                   
     901965     1998    C/1998 A1       SOHO                   
     901966     1998    C/1998 A2       SOHO                   
     901967     1998    C/1998 A3       SOHO                   
     901968     1998    C/1998 A4       SOHO                   
     901969     1998    C/1998 B2       SOHO                   
     901970     1998    C/1998 E1       SOHO                   
     901971     1998    C/1998 F1       SOHO                   
     901972     1998    C/1998 F2       SOHO                   
     901973     1998    C/1998 G1       LINEAR                 
     901974     1998    C/1998 G2       SOHO                   
     901975     1998    C/1998 G3       SOHO                   
     901976     1998    C/1998 G4       SOHO                   
     901977     1998    C/1998 G5       SOHO                   
     901978     1998    C/1998 G6       SOHO                   
     901979     1998    C/1998 G7       SOHO                   
     901980     1998    C/1998 G8       SOHO                   
     901981     1998    C/1998 G9       SOHO                   
     901982     1998    C/1998 H1       Stonehouse             
     901983     1998    C/1998 H2       SOHO                   
     901984     1998    C/1998 H3       SOHO                   
     901985     1998    C/1998 H4       SOHO                   
     901986     1998    C/1998 H5       SOHO                   
     901987     1998    C/1998 H6       SOHO                   
     901988     1998    C/1998 J1       SOHO                   
     901989     1998    C/1998 J2       SOHO                   
     901990     1998    C/1998 J3       SOHO                   
     901991     1998    C/1998 J4       SOHO                   
     901992     1998    C/1998 J5       SOHO                   
     901993     1998    C/1998 K1       Mueller                
     901994     1998    C/1998 K2       LINEAR                 
     901995     1998    C/1998 K3       LINEAR                 
     901996     1998    C/1998 K5       LINEAR                 
     901997     1998    C/1998 K7       SOHO                   
     901998     1998    C/1998 K8       SOHO                   
     901999     1998    C/1998 K9       SOHO                   
     902000     1998    C/1998 K10      SOHO                   
     902001     1998    C/1998 K11      SOHO                   
     902002     1998    C/1998 K12      SOHO                   
     902003     1998    C/1998 K13      SOHO                   
     902004     1998    C/1998 K14      SOHO                   
     902005     1998    C/1998 K15      SOHO                   
     902006     1998    C/1998 K16      SOHO                   
     902007     1998    C/1998 K17      SOHO                   
     902008     1998    C/1998 L1       SOHO                   
     902009     1998    C/1998 L2       SOHO                   
     902010     1998    C/1998 L3       SOHO                   
     902011     1998    C/1998 L4       SOHO                   
     902012     1998    C/1998 L5       SOHO                   
     902013     1998    C/1998 L6       SOHO                   
     902014     1998    C/1998 L7       SOHO                   
     902015     1998    C/1998 L8       SOHO                   
     902016     1998    C/1998 L9       SOHO                   
     902017     1998    C/1998 L10      SOHO                   
     902018     1998    C/1998 M1       LINEAR                 
     902019     1998    C/1998 M2       LINEAR                 
     902020     1998    C/1998 M3       Larsen                 
     902021     1998    C/1998 M4       LINEAR                 
     902022     1998    C/1998 M5       LINEAR                 
     902023     1998    C/1998 M6       Montani                
     902024     1998    C/1998 M7       SOHO                   
     902025     1998    C/1998 M8       SOHO                   
     902026     1998    C/1998 M9       SOHO                   
     902027     1998    C/1998 M10      SOHO                   
     902028     1998    C/1998 P1       Williams               
     902029     1998    C/1998 Q1       LINEAR                 
     902030     1998    P/1998 QP54     LONEOS-Tucker          
     902031     1999    C/1998 T1       LINEAR                 
     902032     1998    C/1998 T2       SOHO                   
     902033     1998    C/1998 U1       LINEAR                 
     902034     1999    P/1998 U3       Jager                  
     902035     1998    C/1998 U5       LINEAR                 
     902036     1998    C/1998 U6       SOHO                   
     902037     1998    C/1998 U7       SOHO                   
     902038     1998    C/1998 V1       SOHO                   
     902039     1998    C/1998 V2       SOHO                   
     902040     1998    C/1998 V3       SOHO                   
     902041     1998    C/1998 V4       SOHO                   
     902042     1998    C/1998 V5       SOHO                   
     902043     1998    C/1998 V6       SOHO                   
     902044     1998    C/1998 V7       SOHO                   
     902045     1998    C/1998 V8       SOHO                   
     902046     1998    C/1998 V9       SOHO                   
     902047     1998    P/1998 VS24     LINEAR                 
     902048     1999    C/1998 W3       LINEAR                 
     902049     1998    C/1998 W4       SOHO                   
     902050     1998    C/1998 W5       SOHO                   
     902051     1998    C/1998 W6       SOHO                   
     902052     1998    C/1998 W7       SOHO                   
     902053     1998    C/1998 W8       SOHO                   
     902054     1998    C/1998 X3       SOHO                   
     902055     1998    C/1998 X4       SOHO                   
     902056     1998    C/1998 X5       SOHO                   
     902057     1998    C/1998 X6       SOHO                   
     902058     1998    C/1998 X7       SOHO                   
     902059     1998    C/1998 X8       SOHO                   
     902060     1998    C/1998 X9       SOHO                   
     902061     1998    C/1998 X10      SOHO                   
     902062     1998    C/1998 X11      SOHO                   
     902063     1998    C/1998 X12      SOHO                   
     902064     1999    C/1998 Y1       LINEAR                 
     902065     1999    P/1998 Y2       Li                     
     902066     1999    C/1999 A1       Tilbrook               
     902067     1999    C/1999 C1       SOHO                   
     902068     1999    C/1999 C2       SOHO                   
     902069     1999    P/1999 D1       Hermann                
     902070     1999    C/1999 E1       Li                     
     902071     1999    C/1999 E2       SOHO                   
     902072     2002    C/1999 F1       Catalina               
     902073     1999    C/1999 F2       Dalcanton              
     902074     1999    C/1999 F3       SOHO                   
     902075     1999    C/1999 G1       LINEAR                 
     902076     1999    C/1999 G2       SOHO                   
     902077     1999    C/1999 G3       SOHO                   
     902078     1999    C/1999 G4       SOHO                   
     902079     1999    C/1999 G5       SOHO                   
     902080     1999    C/1999 H1       Lee                    
     902081     1999    C/1999 H2       SOHO                   
     902082     2000    C/1999 H3       LINEAR                 
     902083     1999    C/1999 H4       SOHO                   
     902084     1999    C/1999 H5       SOHO                   
     902085     1999    C/1999 H6       SOHO                   
     902086     1999    C/1999 H7       SOHO                   
     902087     1999    C/1999 H8       SOHO                   
     902088     1999    C/1999 H9       SOHO                   
     902089     1999    C/1999 J1       SOHO                   
     902090     2000    C/1999 J2       Skiff                  
     902091     1999    C/1999 J3       LINEAR                 
     902092     1999    C/1999 J4       LINEAR                 
     902093     2006    P/1999 J6       SOHO                   
     902094     1999    C/1999 J7       SOHO                   
     902095     1999    C/1999 J8       SOHO                   
     902096     1999    C/1999 J9       SOHO                   
     902097     1999    C/1999 J10      SOHO                   
     902098     1999    C/1999 J11      SOHO                   
     902099     1999    C/1999 J12      SOHO                   
     902100     1999    C/1999 J13      SOHO                   
     902101     1999    C/1999 K1       SOHO                   
     902102     1999    C/1999 K2       Ferris                 
     902103     1999    C/1999 K3       LINEAR                 
     902104     1999    C/1999 K4       LINEAR                 
     902105     2000    C/1999 K5       LINEAR                 
     902106     1999    C/1999 K6       LINEAR                 
     902107     1999    C/1999 K7       LINEAR                 
     902108     2000    C/1999 K8       LINEAR                 
     902109     1999    C/1999 K9       SOHO                   
     902110     1999    C/1999 K10      SOHO                   
     902111     1999    C/1999 K11      SOHO                   
     902112     1999    C/1999 K12      SOHO                   
     902113     1999    C/1999 K13      SOHO                   
     902114     1999    C/1999 K14      SOHO                   
     902115     1999    C/1999 K15      SOHO                   
     902116     1999    C/1999 K16      SOHO                   
     902117     1999    C/1999 K17      SOHO                   
     902118     1999    C/1999 L1       SOHO                   
     902119     1999    C/1999 L2       LINEAR                 
     902120     1999    C/1999 L3       LINEAR                 
     902121     1999    C/1999 L4       SOHO                   
     902122     1999    C/1999 L5       SOHO                   
     902123     1999    C/1999 L6       SOHO                   
     902124     1999    C/1999 L7       SOHO                   
     902125     1999    C/1999 L8       SOHO                   
     902126     1999    C/1999 L9       SOHO                   
     902127     1999    C/1999 M1       SOHO                   
     902128     1999    C/1999 M2       SOHO                   
     902129     1999    C/1999 M3       SOHO                   
     902130     1999    C/1999 M4       SOHO                   
     902131     1999    C/1999 N1       SOHO                   
     902132     1999    C/1999 N2       Lynn                   
     902133     1999    C/1999 N3       SOHO                   
     902134     2000    C/1999 N4       LINEAR                 
     902135     1999    C/1999 N5       SOHO                   
     902136     1999    C/1999 N6       SOHO                   
     902137     1999    C/1999 O1       SOHO                   
     902138     1999    C/1999 O2       SOHO                   
     902139     1999    C/1999 O3       SOHO                   
     902140     1999    C/1999 O4       SOHO                   
     902141     1999    C/1999 P2       SOHO                   
     902142     1999    C/1999 P3       SOHO                   
     902143     1999    C/1999 P4       SOHO                   
     902144     1999    C/1999 P5       SOHO                   
     902145     1999    C/1999 P6       SOHO                   
     902146     1999    C/1999 P7       SOHO                   
     902147     1999    C/1999 P8       SOHO                   
     902148     1999    C/1999 P9       SOHO                   
     902149     1999    C/1999 Q1       SOHO                   
     902150     1999    C/1999 Q2       SOHO                   
     902151     1999    C/1999 Q3       SOHO                   
     902152     2004    P/1999 R1       SOHO                   
     902153     1999    C/1999 R3       SOHO                   
     902154     1999    C/1999 R4       SOHO                   
     902155     1999    P/1999 RO28     LONEOS                 
     902156     1999    C/1999 S1       SOHO                   
     902157     2000    C/1999 S2       McNaught-Watson        
     902158     1999    C/1999 S3       LINEAR                 
     902159     2000    C/1999 S4       LINEAR                 
     902160     1999    C/1999 S5       SOHO                   
     902161     1999    C/1999 S6       SOHO                   
     902162     1999    C/1999 S7       SOHO                   
     902163     2000    C/1999 T1       McNaught-Hartley       
     902164     2000    C/1999 T2       LINEAR                 
     902165     2000    C/1999 T3       LINEAR                 
     902166     1999    C/1999 U1       Ferris                 
     902167     1999    C/1999 U2       SOHO                   
     902168     2002    C/1999 U4       Catalina-Skiff         
     902169     1999    C/1999 U5       SOHO                   
     902170     1999    C/1999 U6       SOHO                   
     902171     1999    C/1999 U7       SOHO                   
     902172     1999    C/1999 U8       SOHO                   
     902173     1999    C/1999 U9       SOHO                   
     902174     1999    P/1999 V1       Catalina               
     902175     1999    C/1999 V2       SOHO                   
     902176     1999    C/1999 V3       SOHO                   
     902177     1999    C/1999 V4       SOHO                   
     902178     1999    C/1999 V5       SOHO                   
     902179     1999    C/1999 W1       SOHO                   
     902180     1999    C/1999 W2       SOHO                   
     902181     1999    C/1999 X2       SOHO                   
     902182     2004    C/1999 X3       SOHO                   
     902183     2000    C/1999 XS87     LINEAR                 
     902184     2000    P/1999 XN120    Catalina               
     902185     2000    C/1999 Y1       LINEAR                 
     902186     1999    C/1999 Y2       SOHO                   
     902187     1999    C/1999 Y3       SOHO                   
     902188     2000    C/2000 A1       Montani                
     902189     2000    C/2000 A2       SOHO                   
     902190     2000    C/2000 B1       SOHO                   
     902191     2000    C/2000 B2       LINEAR                 
     902192     2000    C/2000 B5       SOHO                   
     902193     2000    C/2000 B6       SOHO                   
     902194     2000    C/2000 B7       SOHO                   
     902195     2000    C/2000 B8       SOHO                   
     902196     2000    C/2000 C2       SOHO                   
     902197     2000    C/2000 C3       SOHO                   
     902198     2000    C/2000 C4       SOHO                   
     902199     2000    C/2000 C5       SOHO                   
     902200     2000    C/2000 C6       SOHO                   
     902201     2000    C/2000 C7       SOHO                   
     902202     2002    C/2000 CT54     LINEAR                 
     902203     2000    C/2000 D1       SOHO                   
     902204     2000    C/2000 D2       LINEAR                 
     902205     2000    C/2000 D3       SOHO                   
     902206     2000    C/2000 E1       SOHO                   
     902207     2000    C/2000 F1       SOHO                   
     902208     2000    C/2000 F2       SOHO                   
     902209     2000    C/2000 F3       SOHO                   
     902210     2000    C/2000 G2       LINEAR                 
     902211     2000    C/2000 G3       SOHO                   
     902212     2000    C/2000 H1       LINEAR                 
     902213     2000    C/2000 H2       SOHO                   
     902214     2000    C/2000 H3       SOHO                   
     902215     2000    C/2000 H4       SOHO                   
     902216     2000    C/2000 H5       SOHO                   
     902217     2000    C/2000 H6       SOHO                   
     902218     2000    C/2000 H7       SOHO                   
     902219     2000    C/2000 J1       Ferris                 
     902220     2000    C/2000 J2       SOHO                   
     902221     2000    C/2000 J3       SOHO                   
     902222     2000    C/2000 J4       SOHO                   
     902223     2000    C/2000 J5       SOHO                   
     902224     2000    C/2000 J6       SOHO                   
     902225     2000    C/2000 J7       SOHO                   
     902226     2000    C/2000 J8       SOHO                   
     902227     2000    C/2000 K1       LINEAR                 
     902228     2001    C/2000 K2       LINEAR                 
     902229     2000    C/2000 K3       SOHO                   
     902230     2000    C/2000 K4       SOHO                   
     902231     2000    C/2000 K5       SOHO                   
     902232     2000    C/2000 K6       SOHO                   
     902233     2000    C/2000 K7       SOHO                   
     902234     2000    C/2000 K8       SOHO                   
     902235     2000    C/2000 L1       SOHO                   
     902236     2000    C/2000 L2       SOHO                   
     902237     2000    C/2000 L3       SOHO                   
     902238     2000    C/2000 L4       SOHO                   
     902239     2000    C/2000 L5       SOHO                   
     902240     2000    C/2000 L6       SOHO                   
     902241     2000    C/2000 M1       SOHO                   
     902242     2000    C/2000 M2       SOHO                   
     902243     2000    C/2000 M3       SOHO                   
     902244     2000    C/2000 M4       SOHO                   
     902245     2000    C/2000 M5       SOHO                   
     902246     2000    C/2000 M6       SOHO                   
     902247     2000    C/2000 M7       SOHO                   
     902248     2000    C/2000 M8       SOHO                   
     902249     2000    C/2000 M9       SOHO                   
     902250     2000    C/2000 N1       SOHO                   
     902251     2000    C/2000 N2       SOHO                   
     902252     2000    C/2000 N3       SOHO                   
     902253     2000    C/2000 N4       SOHO                   
     902254     2000    C/2000 O1       Koehn                  
     902255     2000    C/2000 OF8      Spacewatch             
     902256     2000    C/2000 P1       SOHO                   
     902257     2000    C/2000 P2       SOHO                   
     902258     2000    C/2000 Q1       SOHO                   
     902259     2000    P/2000 QJ46     LINEAR                 
     902260     2000    P/2000 R2       LINEAR                 
     902261     2000    P/2000 S1       Skiff                  
     902262     2000    C/2000 S3       LONEOS                 
     902263     2000    P/2000 S4       LINEAR-Spacewatch      
     902264     2000    C/2000 S5       2000 S5                
     902265     2000    C/2000 S6       SOHO                   
     902266     2002    C/2000 SV74     LINEAR                 
     902267     2000    C/2000 T1       SOHO                   
     902268     2000    C/2000 T3       SOHO                   
     902269     2000    C/2000 T4       SOHO                   
     902270     2000    C/2000 T5       SOHO                   
     902271     2000    C/2000 T6       SOHO                   
     902272     2000    C/2000 U1       SOHO                   
     902273     2000    C/2000 U2       SOHO                   
     902274     2000    C/2000 U3       SOHO                   
     902275     2000    C/2000 U4       SOHO                   
     902276     2000    C/2000 U5       LINEAR                 
     902277     2000    C/2000 V1       SOHO                   
     902278     2000    C/2000 V2       SOHO                   
     902279     2000    C/2000 V3       SOHO                   
     902280     2000    C/2000 V4       SOHO                   
     902281     2000    C/2000 W1       Utsunomiya-Jones       
     902282     2002    C/2000 WM1      LINEAR                 
     902283     2000    C/2000 W2       SOHO                   
     902284     2000    C/2000 W3       SOHO                   
     902285     2000    C/2000 W4       SOHO                   
     902286     2000    C/2000 W5       SOHO                   
     902287     2000    C/2000 X1       SOHO                   
     902288     2000    C/2000 X2       SOHO                   
     902289     2000    C/2000 X3       SOHO                   
     902290     2000    C/2000 X4       SOHO                   
     902291     2000    C/2000 X5       SOHO                   
     902292     2000    C/2000 X6       SOHO                   
     902293     2000    C/2000 X7       SOHO                   
     902294     2000    C/2000 X8       SOHO                   
     902295     2000    C/2000 X9       SOHO                   
     902296     2001    C/2000 Y1       Tubbiolo               
     902297     2001    C/2000 Y2       Skiff                  
     902298     2000    C/2000 Y4       SOHO                   
     902299     2000    C/2000 Y5       SOHO                   
     902300     2000    C/2000 Y6       SOHO                   
     902301     2000    C/2000 Y7       SOHO                   
     902302     2000    C/2000 Y8       SOHO                   
     902303     2000    C/2000 Y9       SOHO                   
     902304     2001    C/2001 A1       LINEAR                 
     902305     2001    C/2001 A2-A     LINEAR                 
     902306     2001    C/2001 A2-B     LINEAR                 
     902307     2001    C/2001 A3       SOHO                   
     902308     2001    C/2001 A4       SOHO                   
     902309     2001    C/2001 B1       LINEAR                 
     902310     2002    C/2001 B2       NEAT                   
     902311     2001    C/2001 B3       SOHO                   
     902312     2001    P/2001 BB50     LINEAR-NEAT            
     902313     2001    C/2001 C1       LINEAR                 
     902314     2001    C/2001 C2       SOHO                   
     902315     2001    C/2001 C3       SOHO                   
     902316     2001    C/2001 C4       SOHO                   
     902317     2001    C/2001 C5       SOHO                   
     902318     2001    C/2001 C6       SOHO                   
     902319     2001    C/2001 C7       SOHO                   
     902320     2001    C/2001 D1       SOHO                   
     902321     2001    C/2001 E1       SOHO                   
     902322     2001    P/2001 F1       NEAT                   
     902323     2001    C/2001 F2       SOHO                   
     902324     2002    C/2001 G1       LONEOS                 
     902325     2001    C/2001 G2       SOHO                   
     902326     2001    C/2001 G3       SOHO                   
     902327     2001    C/2001 H1       SOHO                   
     902328     2001    C/2001 H2       SOHO                   
     902329     2001    C/2001 H3       SOHO                   
     902330     2001    C/2001 H4       SOHO                   
     902331     2001    P/2001 H5       NEAT                   
     902332     2001    C/2001 H6       SOHO                   
     902333     2001    C/2001 H7       SOHO                   
     902334     2001    C/2001 H8       SOHO                   
     902335     2003    C/2001 HT50     LINEAR-NEAT            
     902336     2001    C/2001 J2       SOHO                   
     902337     2001    C/2001 J3       SOHO                   
     902338     2001    C/2001 J4       SOHO                   
     902339     2001    C/2001 J5       SOHO                   
     902340     2001    C/2001 K2       SOHO                   
     902341     2001    C/2001 K3       Skiff                  
     902342     2001    C/2001 K4       SOHO                   
     902343     2003    C/2001 K5       LINEAR                 
     902344     2001    C/2001 K6       SOHO                   
     902345     2001    C/2001 K7       SOHO                   
     902346     2001    C/2001 K8       SOHO                   
     902347     2001    C/2001 K9       SOHO                   
     902348     2001    C/2001 K10      SOHO                   
     902349     2001    C/2001 K11      SOHO                   
     902350     2001    C/2001 L1       SOHO                   
     902351     2001    C/2001 L2       SOHO                   
     902352     2001    C/2001 L3       SOHO                   
     902353     2001    C/2001 L4       SOHO                   
     902354     2001    C/2001 L5       SOHO                   
     902355     2001    C/2001 L6       SOHO                   
     902356     2001    C/2001 L7       SOHO                   
     902357     2001    C/2001 L8       SOHO                   
     902358     2001    C/2001 L9       SOHO                   
     902359     2001    C/2001 L10      SOHO                   
     902360     2001    C/2001 L11      SOHO                   
     902361     2001    C/2001 M2       SOHO                   
     902362     2001    C/2001 M3       SOHO                   
     902363     2001    C/2001 M4       SOHO                   
     902364     2001    C/2001 M5       SOHO                   
     902365     2001    C/2001 M6       SOHO                   
     902366     2001    C/2001 M7       SOHO                   
     902367     2001    C/2001 M8       SOHO                   
     902368     2001    C/2001 M9       SOHO                   
     902369     2001    C/2001 M10      NEAT                   
     902370     2001    C/2001 M11      SOHO                   
     902371     2001    C/2001 N1       SOHO                   
     902372     2002    C/2001 N2       LINEAR                 
     902373     2001    C/2001 O1       SOHO                   
     902374     2001    C/2001 O2       NEAT                   
     902375     2001    C/2001 OG108    LONEOS                 
     902376     2001    C/2001 P1       SOHO                   
     902377     2001    C/2001 P2       SOHO                   
     902378     2001    C/2001 Q1       NEAT                   
     902379     2001    C/2001 Q3       SOHO                   
     902380     2004    C/2001 Q4       NEAT                   
     902381     2001    P/2001 Q6       NEAT                   
     902382     2001    C/2001 Q7       SOHO                   
     902383     2001    C/2001 Q8       SOHO                   
     902384     2001    C/2001 Q9       SOHO                   
     902385     2001    P/2001 Q11      NEAT                   
     902386     2001    C/2001 R2       SOHO                   
     902387     2001    C/2001 R3       SOHO                   
     902388     2001    C/2001 R4       SOHO                   
     902389     2001    C/2001 R5       SOHO                   
     902390     2001    P/2001 R6       LINEAR-Skiff           
     902391     2001    C/2001 R7       SOHO                   
     902392     2001    C/2001 R8       SOHO                   
     902393     2001    C/2001 R9       SOHO                   
     902394     2002    C/2001 RX14     LINEAR                 
     902395     2001    C/2001 S1       Skiff                  
     902396     2001    C/2001 S2       SOHO                   
     902397     2001    C/2001 S3       SOHO                   
     902398     2001    C/2001 T1       SOHO                   
     902399     2001    C/2001 T2       SOHO                   
     902400     2001    P/2001 T3       NEAT                   
     902401     2001    C/2001 T5       SOHO                   
     902402     2001    C/2001 T6       SOHO                   
     902403     2001    C/2001 T7       SOHO                   
     902404     2001    C/2001 U1       SOHO                   
     902405     2001    C/2001 U2       SOHO                   
     902406     2001    C/2001 U3       SOHO                   
     902407     2001    C/2001 U4       SOHO                   
     902408     2001    C/2001 U5       SOHO                   
     902409     2002    C/2001 U6       LINEAR                 
     902410     2001    C/2001 U7       SOHO                   
     902411     2001    C/2001 U8       SOHO                   
     902412     2001    C/2001 U9       SOHO                   
     902413     2001    C/2001 U10      SOHO                   
     902414     2001    C/2001 V1       SOHO                   
     902415     2001    C/2001 V2       SOHO                   
     902416     2001    C/2001 V3       SOHO                   
     902417     2001    C/2001 V4       SOHO                   
     902418     2001    C/2001 V5       SOHO                   
     902419     2001    C/2001 V6       SOHO                   
     902420     2001    C/2001 W1       LINEAR                 
     902421     2001    C/2001 W2       BATTERS                
     902422     2001    C/2001 W3       SOHO                   
     902423     2001    C/2001 W4       SOHO                   
     902424     2002    C/2001 X1       LINEAR                 
     902425     2001    C/2001 X4       SOHO                   
     902426     2001    C/2001 X5       SOHO                   
     902427     2001    C/2001 X6       SOHO                   
     902428     2001    C/2001 X7       SOHO                   
     902429     2001    C/2001 X8       SOHO                   
     902430     2001    C/2001 X9       SOHO                   
     902431     2001    C/2001 X10      SOHO                   
     902432     2001    C/2001 Y2       SOHO                   
     902433     2001    C/2001 Y3       SOHO                   
     902434     2001    C/2001 Y4       SOHO                   
     902435     2001    C/2001 Y5       SOHO                   
     902436     2002    C/2002 A1       LINEAR                 
     902437     2002    C/2002 A2       LINEAR                 
     902438     2002    P/2002 AR2      LINEAR                 
     902439     2002    C/2002 A3       LINEAR                 
     902440     2002    C/2002 A4       SOHO                   
     902441     2002    C/2002 B1       LINEAR                 
     902442     2002    C/2002 B2       LINEAR                 
     902443     2002    C/2002 B3       LINEAR                 
     902444     2002    C/2002 C2       LINEAR                 
     902445     2002    C/2002 C3       SOHO                   
     902446     2002    C/2002 C4       SOHO                   
     902447     2003    C/2002 CE10     LINEAR                 
     902448     2002    C/2002 D1       SOHO                   
     902449     2002    C/2002 E1       SOHO                   
     902450     2002    C/2002 E2       Snyder-Murakami        
     902451     2002    C/2002 E3       SOHO                   
     902452     2002    P/2002 EJ57     LINEAR                 
     902453     2002    C/2002 F1       Utsunomiya             
     902454     2002    C/2002 F2       SOHO                   
     902455     2002    C/2002 F3       SOHO                   
     902456     2002    C/2002 G1       SOHO                   
     902457     2002    C/2002 G2       SOHO                   
     902458     2002    C/2002 G3       SOHO                   
     902459     2002    C/2002 G4       SOHO                   
     902460     2002    C/2002 G5       SOHO                   
     902461     2002    C/2002 H1       SOHO                   
     902462     2002    C/2002 H2       LINEAR                 
     902463     2002    C/2002 H3       SOHO                   
     902464     2002    C/2002 H4       SOHO                   
     902465     2002    C/2002 H5       SOHO                   
     902466     2002    C/2002 H6       SOHO                   
     902467     2002    C/2002 H7       SOHO                   
     902468     2002    C/2002 H8       SOHO                   
     902469     2002    C/2002 J1       SOHO                   
     902470     2002    C/2002 J2       SOHO                   
     902471     2002    C/2002 J3       SOHO                   
     902472     2003    C/2002 J4       NEAT                   
     902473     2003    C/2002 J5       LINEAR                 
     902474     2002    C/2002 J6       SOHO                   
     902475     2002    C/2002 J7       SOHO                   
     902476     2002    C/2002 J8       SOHO                   
     902477     2002    C/2002 K1       NEAT                   
     902478     2002    C/2002 K2       LINEAR                 
     902479     2002    C/2002 K3       SOHO                   
     902480     2002    C/2002 K4       NEAT                   
     902481     2002    C/2002 K5       SOHO                   
     902482     2002    C/2002 K6       SOHO                   
     902483     2002    C/2002 K7       SOHO                   
     902484     2002    C/2002 K8       SOHO                   
     902485     2002    C/2002 K9       SOHO                   
     902486     2002    C/2002 K10      SOHO                   
     902487     2002    C/2002 K11      SOHO                   
     902488     2002    C/2002 L1       SOHO                   
     902489     2002    C/2002 L2       SOHO                   
     902490     2002    C/2002 L3       SOHO                   
     902491     2002    C/2002 L4       SOHO                   
     902492     2002    C/2002 L5       SOHO                   
     902493     2002    C/2002 L6       SOHO                   
     902494     2002    C/2002 L7       SOHO                   
     902495     2002    C/2002 L8       SOHO                   
     902496     2004    C/2002 L9       NEAT                   
     902497     2002    C/2002 M1       SOHO                   
     902498     2002    C/2002 M2       SOHO                   
     902499     2002    C/2002 M3       SOHO                   
     902500     2002    C/2002 M4       SOHO                   
     902501     2002    C/2002 M5       SOHO                   
     902502     2002    C/2002 M6       SOHO                   
     902503     2002    C/2002 M7       SOHO                   
     902504     2002    C/2002 M8       SOHO                   
     902505     2002    C/2002 N1       SOHO                   
     902506     2002    C/2002 N2       SOHO                   
     902507     2002    C/2002 O1       SOHO                   
     902508     2002    C/2002 O2       SOHO                   
     902509     2002    C/2002 O3       SOHO                   
     902510     2002    C/2002 O4       Hoenig                 
     902511     2002    C/2002 O6       SWAN                   
     902512     2003    C/2002 O7       LINEAR                 
     902513     2002    C/2002 P1       NEAT                   
     902514     2002    P/2002 P2       SOHO                   
     902515     2002    C/2002 P3       SOHO                   
     902516     2002    P/2002 Q1       Van Ness               
     902517     2002    C/2002 Q2       LINEAR                 
     902518     2002    C/2002 Q3       LINEAR                 
     902519     2002    C/2002 Q3-A     LINEAR                 
     902520     2002    C/2002 Q5       LINEAR                 
     902521     2002    C/2002 Q6       SOHO                   
     902522     2002    C/2002 Q7       SOHO                   
     902523     2002    C/2002 Q8       SOHO                   
     902524     2002    C/2002 Q9       SOHO                   
     902525     2002    C/2002 Q10      SOHO                   
     902526     2002    C/2002 Q11      SOHO                   
     902527     2002    C/2002 Q12      SOHO                   
     902528     2002    C/2002 Q13      SOHO                   
     902529     2002    C/2002 Q14      SOHO                   
     902530     2002    C/2002 R1       SOHO                   
     902531     2003    C/2002 R3       LONEOS                 
     902532     2002    C/2002 R4       SOHO                   
     902533     2005    C/2002 R5       SOHO                   
     902534     2002    C/2002 R6       SOHO                   
     902535     2002    C/2002 R7       SOHO                   
     902536     2002    C/2002 R8       SOHO                   
     902537     2002    C/2002 S2       SOHO                   
     902538     2002    C/2002 S3       SOHO                   
     902539     2002    C/2002 S4       SOHO                   
     902540     2002    C/2002 S5       SOHO                   
     902541     2002    C/2002 S6       SOHO                   
     902542     2004    P/2002 S7       SOHO                   
     902543     2002    C/2002 S8       SOHO                   
     902544     2002    C/2002 S9       SOHO                   
     902545     2002    C/2002 S10      SOHO                   
     902546     2002    C/2002 S11      SOHO                   
     902547     2002    C/2002 T2       SOHO                   
     902548     2002    C/2002 T3       SOHO                   
     902549     2003    P/2002 T5       LINEAR                 
     902550     2003    P/2002 T6       NEAT-LINEAR            
     902551     2003    C/2002 T7       LINEAR                 
     902552     2002    C/2002 U1       SOHO                   
     902553     2003    C/2002 U2       LINEAR                 
     902554     2002    C/2002 U3       SOHO                   
     902555     2002    C/2002 U4       SOHO                   
     902556     2002    C/2002 U5       SOHO                   
     902557     2002    C/2002 U6       SOHO                   
     902558     2002    C/2002 U7       SOHO                   
     902559     2002    C/2002 U8       SOHO                   
     902560     2002    C/2002 U9       SOHO                   
     902561     2002    C/2002 V1       NEAT                   
     902562     2003    C/2002 V2       LINEAR                 
     902563     2002    C/2002 V3       SOHO                   
     902564     2002    C/2002 V4       SOHO                   
     902565     2002    C/2002 V5       SOHO                   
     902566     2002    C/2002 V6       SOHO                   
     902567     2002    C/2002 V7       SOHO                   
     902568     2006    C/2002 VQ94     LINEAR                 
     902569     2002    C/2002 W1       SOHO                   
     902570     2002    C/2002 W2       SOHO                   
     902571     2002    C/2002 W3       SOHO                   
     902572     2002    C/2002 W4       SOHO                   
     902573     2002    C/2002 W5       SOHO                   
